label,text,answer
2,The Evening Star is Larry McMurtry's 1992 sequel to this 1975 mother-daughter novel,Terms of Endearment
1,Nell Carter played the orphan-hating Miss Hannigan in a 1997 revival of this musical,Annie
3,"Traffic on this trail between San Antonio & Abilene peaked in 1871 with 600,000 cattle",the Chisholm Trail
2,"Czar Boris Godunov inspired an 1825 drama by this writer, Russia's equivalent of Shakespeare",Pushkin
3,This country's Shang dynasty arose in the 1700s B.C. along the Yellow River,China
1,Miguel de Cervantes & Aldonza,The Man of La Mancha
3,In 982 he sailed from Iceland to Greenland with his household & livestock,Eric the Red
3,He earned his captain's commission by burning the Philadelphia at Tripoli in 1804,Stephen Decatur
0,The rock & fortress of Masada are found by this sea's shore,the Dead Sea
3,In 1968 Soviet troops invaded this country & abducted Communist Party leader Alexander Dubcek,Czechoslovakia
2,"She taught Black Studies at Jackson State College before she wrote ""The Color Purple""",Alice Walker
2,"In this Hemingway novel, Robert Jordan falls in love with Maria",For Whom The Bell Tolls
4,"Dinosaurs died out in this geological era that means ""middle life""",Mesozoic
4,Meredith Gourdine's work on gas dispersion led to a way of clearing this from airport runways,fog
0,The Mother & the Father are two active ones of these on New Britain Island in the Bismarck Archipelago,Volcanoes
0,"St. John, New Brunswick lies on this bay that's noted for its high tides",the Bay of Fundy
4,"Scientists classify the ""live"" variety of this tree as Quercus virginiana",Oak
1,"Country music fans often tune into TNN, which now stands for ""The National Network"", but used to stand for this",The Nashville Network
1,Tintinnabula in the Process of Tintinnabulating,Bells Are Ringing
3,"On Feb. 10, 1840 Albert of Saxe-Coburg-Gotha married her",Victoria
1,"Another Op'ni	Kiss Me, Kate
HISTORY	He succeeded Henry II as king of England in 1189 & was himself succeeded by John in 1199	Richard the Lionhearted
HISTORY	After being expelled as editor of the Socialist """"Avanti"""" in 1914, he founded his own fascist paper""",Benito Mussolini
3,"2 people, please: in 1911 Paula Abdul won a Nobel for chemistry, after sharing a physics Nobel with hubby Richard Simmons",Marie & Pierre Curie
2,This author famous for her Mary Poppins books passed away in 1996,P.L. Travers
1,This ancient Oriental instrument was put to good use in 1976 by Chuck Barris,Gong
2,The Prague tombstone of this German-language writer who died in 1924 is inscribed in Hebrew,Franz Kafka
3,"If Newton had 1 apple drop on his head on Monday, 3 on Tuesday & 5 on Wednesday, he averaged this number a day",3
3,"The USA's second ""drug czar"", Bob Martinez had been governor of this state",Florida
1,Legato is the opposite of this direction that tells a pianist to play with abrupt breaks between notes,Staccato
1,Grovers Corners musicalized this prize-winning play,Our Town
3,"Famous for his debates with Lincoln, he served as a U.S. senator from Illinois from 1847 to 1861",Stephen Douglas
1,"This song from ""The Music Man"" is Harold Hill's paean to the glory of a marching band",Seventy-six Trombones
3,"To protect against piracy in the 18th century, the U.S. made payoffs to this group of north African states",Barbary States/Coast
3,This electricity pioneer & coil inventor lived as a virtual recluse & was obsessed with raising pigeons,Tesla
3,"Last names of the 2 men, both engineers, who met & formed a partnership at England's Midland Hotel in May 1904",Rolls and Royce
1,"His 1782 opera ""The Abduction From The Seraglio"", k. 384, is set in 16th century Turkey",W. A. Mozart
1,"In this group's ""Emotion"" video, one of the members pours bleach over her ex's clothes",Destiny's Child
3,"On March 27, 1964, North America's most intense recorded earthquake, an 8.4, hit this state",Alaska
1,"Anthony Kiedis was born in Grand Rapids, but got a Flea infestation in L.A. in 1983 & formed this band",The Red Hot Chili Peppers
2,Ms. Ephron's soft felt hats,Nora's fedoras
3,"1966: ""French Kiss-off!""  He ""Kicks NATO HQ out of France""",De Gaulle
0,"This Texas island was named for a priest, Father Nicholas Balli",Padre Island
1,"This rapper won a 2000 MTV award for Best Male Video for ""The Real Slim Shady""",Eminem
1,____ & Tennille,The Captain
1,"Now world-famous, this young Austrian choral group was established in 1498",the Vienna Boys Choir
2,"The heroine of her 1849 novel ""Shirley"" was inspired by her sister Emily",Charlotte Brontë
3,The Prince of Egypt featured Ralph Fiennes as the voice of this stubborn ruler,the Pharaoh
1,"I've Come To Wive It Wealthily In Padua, ""I Hate Men""","Kiss Me, Kate"
3,This 1862 act gave American citizens 160 acres of land if they'd live on it for at least 5 years & improve it,The Homestead Act
4,"Georg Brandt isolated the metal that miners called Kobold, after an Earth spirit, & re-spelled it this way",C-O-B-A-L-T
3,"On May 9, 1846 he asked the Cabinet if he should recommend to Congress a war against Mexico",Polk
4,"The IRAS telescope, which revealed 5 new comets, made its observations in this part of the light spectrum",infra-red
4,This dark volcanic rock is low in silica content but fairly rich in iron & magnesium,basalt
3,Though popular in early 1800s this Tennessee congressman was even more popular in the 1950s,Davy Crockett
0,"Bays in this state include Hingham, Dorchester & Quincy",Massachusetts
4,"This rocky, outermost layer of the earth is only 5 miles thick under the oceans, 25 miles under the continents",the crust
3,In 1923 France & Belgium occupied this German industrial region named for a Rhine tributary,the Ruhr
4,"In botany there are 4 flower parts:  sepals, petals, stamens & these",Pistils
4,"Jolted to life in Como, Italy Feb. 18, 1745, generated a lot of static, his electricity went out March 5, 1827",Volta
1,Big cats abound in this Tony-winning show that's set in part at Pride Rock,The Lion King
1,"This French composer's 1894 work, ""Prelude to the Afternoon of a Faun"", illustrated a Mallarme poem",Claude Debussy
3,In 1989 the name of this locale was made famous by footage like the following: (In the middle of Beijing),Tiananmen Square
4,"Hans Lippershey, who invented this instrument in 1608, called it a ""looker""",Telescope
1,"Tevye,  Yente,  Lazar Wolf",Fiddler on the Roof
0,Major tributaries of this beautiful blue river include the Inn of Austria & Germany & the Tisza of Hungary,Danube
3,The first French ruler with this name was Charlemagne's successor & was crowned in 813,Louis I
2,"His ""Divine Comedy"" is 100 cantos written in terza rima",Dante
1,Fyvush Finkel played Mr. Mushnik the florist in this off-Broadway show about a bloodthirsty plant,Little Shop of Horrors
2,"In ""Endymion"" he wrote, ""A thing of beauty is a joy forever""",John Keats
2,"Samuel Clemens first used this pseudonym on February 3, 1863 in Virginia City's Territorial Enterprise",Mark Twain
2,"This exotic ""green"" novel by W.H. Hudson is set in the jungles of South America",Green Mansions
2,"The son of Grandgousier & Gargamelle, he was a medieval folk hero before Rabelais wrote about him",Gargantua
3,In 1901 the U.S. made this island a virtual protectorate,Cuba
1,1975: Roger Daltrey as this Romantic era composer,Franz Liszt (Lisztomania)
3,"In June 1967 LBJ met with this Soviet premier in Glassboro, N.J. to discuss world problems",Alexei Kosygin
3,"Because plague closed this university, Newton went home to Woolsthorpe, where he saw that apple fall",Cambridge
1,"Some Hindus were taken aback at her 1998 MTV Video Awards performance of ""Ray of Light""",Madonna
2,"Cross Creek is a biography of this author of ""The Yearling""",Marjorie Kinnan Rawlings
2,This verse narrative of the Civil War won Stephen Vincent Benet a Pulitzer Prize,John Brown's Body
3,"To be or knot to be, it was the capital of Phrygia",Gordion (or Gordium)
3,In 1614 explorer Adriaen Block claimed what is now this U.S. state for the Dutch,Connecticut
1,"It's the von Suppe ""military"" overture heard here", The Light Cavalry Overture
4,Magnifications of up to one million times can be achieved with this type of microscope,an electron microscope
1,"The Beatles sang that this priest was ""writing the words of a sermon that no one will hear, no one comes near""",Father McKenzie
3,2 forts were founded in Idaho in 1834: Fort Hall & this one that bore the name of the future capital,Fort Boise
4,"Drumlins are elongated, elliptical hills formed at the edges of these moving ice masses",Glaciers
3,In 1990 this man moved into No. 10 Downing Street & lived there for the next 7 years,John Major
3,"A prolific fighter & builder, he ruled Egypt from about 1290 to 1223 B.C.",Ramses the Great
2,"Day of the Locust author whose wife Eileen was the inspiration for ""My Sister Eileen""",Nathanael West
1,"Act one of this show features the songs ""Belle"", ""Be Our Guest"" & ""If I Can't Love Her""",Beauty and the Beast
1,"At the 2009 Grammys, her ""Still Unforgettable"" won the award for Best Traditional Pop Vocal Album",Natalie Cole
2,"This ""Stuart Little"" author wrote the ""Talk of the Town"" column for the New Yorker for several years",E.B. White
2,"She introduced Hercule Poirot in her first novel, ""The Mysterious Affair at Styles""",Agatha Christie
3,"In a famous kite experiment, this Statesman proved that lightning is a form of electricity",Benjamin Franklin
4,A magnetron is an electronic tube used to produce these waves found in some kitchens,microwaves
2,"William Wordsworth's poem about this Haitian begins ""Toussaint, the most unhappy Man of Men!""",Toussaint L'Ouverture
3,"On January 18, 1871 Germany was unified with Wilhelm I as its first kaiser & this man as its chancellor",Bismarck
4,The Flintstones' pet could tell you that these parts of plankton are named in part for appendages called flagella,dinoflagellates
3,"This limited-run dramatic format came into vogue in the '70s with ""Rich Man, Poor Man"" & ""Roots""",Miniseries
2,Ichabod Crane & Brom Bones are rivals for the affections of Katrina Van Tassel in this story,The Legend of Sleepy Hollow
2,"In 1997 he put his ""Spenser"" books on hold to introduce a new protagonist, Jesse Stone in ""Night Passage""",Robert Parker
2,Carolyn Meeber is the title character of this Theodore Dreiser novel,Sister Carrie
3,"Elizabeth Petrovna, the daughter of this czar, became empress of Russia in 1741",Peter the Great
2,"His 5 ""Leatherstocking Tales"" portray Natty Bumppo from his youth to his death over 60 years later",James Fenimore Cooper
1,"In The Who's song ""Pinball Wizard"", the title gamer has ""such a supple"" this",wrist
3,In 1025 Boleslaw I became this country's first king but died within the year,Poland
3,"After the death of this Egyptian queen in 30 B.C., Egypt became a province of the Roman Empire",Cleopatra
4,"If an atom loses one of these, it becomes a cation, a positively charged ion",electron
1,"In ""Spring Symphony"", Nastassja Kinski plays Clara Wieck, pianist & wife of this composer",Schumann
3,For centuries the nearby Hallein mines made this city the center of regional salt trade,Salzburg
3,It was the last Indian empire in Mexico & Central America,Aztecs
3,"William Laud, an archbishop of this who opposed the Puritans, was beheaded on Tower Hill in 1645",Canterbury
